global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
378, 3, 2, 90, 0, 1, 1, 0.99, 289, 72.25
379, 4, 2, 99, 2, 1, 1, 0.99, 388, 77.6
380, 5, 2, 0, 1, -1, -1, -1, 388, 77.6
381, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
382, 2, 0, 99, 2, 1, 1, 0.99, 199, 66.3333
383, 3, 0, 130, 1, -1, -1, -1, 329, 109.667
384, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
385, 2, 0, 90, 3, 1, 1, 0.99, 190, 63.3333
386, 3, 0, 90, 3, 1, 1, 0.99, 280, 70
387, 4, 0, 90, 2, 1, 1, 0.99, 370, 74
388, 5, 0, 90, 0, 1, 1, 0.99, 460, 76.6667
389, 6, 0, 99, 1, 1, 1, 0.99, 559, 79.8571
390, 7, 0, 90, 0, 1, 1, 0.99, 649, 81.125
391, 8, 0, 90, 2, 1, 1, 0.99, 739, 82.1111
392, 9, 0, 130, 1, -1, -1, -1, 869, 96.5556
393, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
394, 2, 0, 90, 1, 1, 1, 0.99, 190, 63.3333
395, 3, 2, 99, 2, 1, 1, 0.99, 289, 72.25
396, 4, 2, 90, 3, 1, 1, 0.99, 379, 75.8
397, 5, 2, 90, 2, 1, 1, 0.99, 469, 78.1667
398, 6, 2, 90, 3, 1, 1, 0.99, 559, 79.8571
399, 7, 2, 90, 0, 1, 1, 0.99, 649, 81.125
400, 8, 2, 99, 1, 1, 1, 0.99, 748, 83.1111
401, 9, 2, 90, 0, 1, 1, 0.99, 838, 83.8
402, 10, 2, 90, 1, 1, 1, 0.99, 928, 84.3636
403, 11, 2, 90, 0, 1, 1, 0.99, 1018, 84.8333
404, 12, 2, 90, 1, 1, 1, 0.99, 1108, 85.2308
405, 13, 2, 90, 0, 1, 1, 0.99, 1198, 85.5714
406, 14, 2, 90, 1, 1, 1, 0.99, 1288, 85.8667
407, 15, 2, 90, 0, 1, 1, 0.99, 1378, 86.125
408, 16, 2, 90, 1, 1, 1, 0.99, 1468, 86.3529
409, 17, 2, 90, 3, 1, 1, 0.99, 1558, 86.5556
410, 18, 2, 0, 1, -1, -1, -1, 1558, 86.5556
411, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
412, 2, 0, 90, 2, 1, 1, 0.99, 190, 63.3333
413, 3, 0, 90, 2, 1, 1, 0.99, 280, 70
414, 4, 0, 90, 0, 1, 1, 0.99, 370, 74
415, 5, 0, 99, 2, 1, 1, 0.99, 469, 78.1667
416, 6, 0, 0, 1, -1, -1, -1, 469, 78.1667
417, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
418, 2, 2, 99, 2, 1, 1, 0.99, 199, 66.3333
